biz_date,oil_dtd_spot,luowen_steel_future,gold_comex_future,csi300_index,
2011-08-02,116.27,,1644.5,2956.38,
2011-08-03,113.58,,1666.3,2954.87,
2011-08-04,110.2,,1659,2960.31,
2011-08-05,106.87,,1651.8,2897.42,
2011-08-08,105.36,,1713.2,2793.9,
2011-08-09,103.94,,1743,2798.19,
2011-08-10,103.98,,1784.3,2824.12,
2011-08-11,106.31,,1751.5,2866.92,
2011-08-12,108.12,,1742.6,2875.37,
2011-08-15,109.01,,1758,2917.88,
2011-08-16,110.28,,1785,2897.58,
2011-08-17,111.62,,1793.8,2886.01,
2011-08-18,108.35,,1822,2834.25,
2011-08-19,109.29,,1852.2,2807.66,
2011-08-22,108.8,,1891.9,2777.79,
2011-08-23,110.55,,1861.3,2821,
2011-08-24,112.17,,1757.3,2810.02,
2011-08-25,112.08,,1763.2,2903.84,
2011-08-26,112.31,,1797.3,2901.22,
2011-08-29,112.31,,1791.6,2852.81,
2011-08-30,116.12,,1829.8,2841.74,
2011-08-31,117,,1831.7,2846.78,
2011-09-01,117.45,,1829.1,2834.54,
2011-09-02,116.07,,1876.9,2803.85,
2011-09-05,113.69,,,2743.82,
2011-09-06,113.65,,1873.3,2723.3,
2011-09-07,117.93,,1817.6,2779.09,
2011-09-08,118.56,,1857.5,2756.11,
2011-09-09,115.04,,1859.5,2751.1,
2011-09-12,115.09,,1813.3,,
2011-09-13,114.22,,1830.1,2720.28,
2011-09-14,113.47,,1826.5,2733.11,
2011-09-15,117.44,,1781.4,2729.05,
2011-09-16,116.11,,1814.7,2733.99,
2011-09-19,113.14,,1778.9,2679.27,
2011-09-20,114.73,,1809.1,2689.85,
2011-09-21,115.83,,1808.1,2771.01,
2011-09-22,109.76,,1741.7,2685.69,
2011-09-23,108.96,,1639.8,2669.48,
2011-09-26,107.17,,1594.8,2610.92,
2011-09-27,109.3,,1652.5,2637.88,
2011-09-28,108.51,,1618.1,2610.59,
2011-09-29,107.41,,1617.3,2588.19,
2011-09-30,105.25,,1622.3,2581.35,
2011-10-03,104.37,,1657.7,,
2011-10-04,102.75,,1616,,
2011-10-05,103.44,,1641.6,,
2011-10-06,104.36,,1653.2,,
2011-10-07,106.71,,1635.8,,
2011-10-10,109.55,,1670.8,2557.08,
2011-10-11,110.21,,1661,2551.99,
2011-10-12,112.37,,1682.6,2644.76,
2011-10-13,110.89,,1668.5,2662.6,
2011-10-14,114.04,,1683,2653.78,
2011-10-17,112.86,,1676.6,2666.95,
2011-10-18,110.28,,1652.8,2592.21,
2011-10-19,111.79,,1647,2583.08,
2011-10-20,109.17,,1612.9,2520.53,
2011-10-21,111.66,,1636.1,2507.88,
2011-10-24,111.76,,1652.3,2576.67,
2011-10-25,112.13,,1711.2,2625.43,
2011-10-26,110.34,,1734.5,2651.65,
2011-10-27,111.82,,1758.9,2657.48,
2011-10-28,109.8,,1758.1,2709.02,
2011-10-31,107.86,,1725.2,2695.31,
2011-11-01,106.66,,1711.8,2697.53,
2011-11-02,110.84,,1729.6,2742.39,
2011-11-03,110.94,,1765.1,2744.3,
2011-11-04,112.2,,1756.1,2763.75,
2011-11-07,115.16,,1791.1,2736.25,
2011-11-08,115.8,,1799.2,2727.71,
2011-11-09,115.23,,1791.6,2751.65,
2011-11-10,113.43,,1759.6,2699.59,
2011-11-11,114.35,,1788.1,2695,
2011-11-14,112.76,,1778.4,2750.2,
2011-11-15,111.98,,1782.2,2744.68,
2011-11-16,112.34,,1774.3,2670.12,
2011-11-17,109.17,,1720.2,2662.02,
2011-11-18,107.79,,1740.3,2606.5,
2011-11-21,106.02,,1678.6,2609.69,
2011-11-22,107.72,,1702.4,2609.48,
2011-11-23,106.65,,1712.2,2584.01,
2011-11-24,107.36,,,2588.92,
2011-11-25,106.72,,1688.5,2569.97,
2011-11-28,109.22,,1714.5,2573.32,
2011-11-29,111.22,,1718.9,2608.57,
2011-11-30,111.02,,1750.3,2521.52,
2011-12-01,108.94,,1739.8,2583.61,
2011-12-02,109.36,,1751.3,2557.31,
2011-12-05,111.17,,1734.5,2521.39,
2011-12-06,110.16,,1731.8,2516.34,
2011-12-07,109.94,,1744.8,2528.23,
2011-12-08,108.17,,1713.4,2525,
2011-12-09,107.71,,1716.8,2503.46,
2011-12-12,107.72,,1668.2,2477.69,
2011-12-13,108.82,,1663.1,2421.93,
2011-12-14,105.97,,1586.9,2397.48,
2011-12-15,105.06,,1577.2,2340.79,
2011-12-16,104.56,,1597.9,2390.13,
2011-12-19,104.94,,1596.7,2384.41,
2011-12-20,107.86,,1617.6,2377.07,
2011-12-21,108.32,,1613.6,2339.11,
2011-12-22,108.98,,1610.6,2341.34,
2011-12-23,108.38,,1606,2359.16,
2011-12-26,,,,2335.7,
2011-12-27,106.2,,1595.5,2305.04,
2011-12-28,107.43,,1564.1,2307.93,
2011-12-29,106.69,,1540.9,2311.36,
2011-12-30,106.52,,1566.8,2345.74,
2012-01-03,111.15,,1600.5,,
2012-01-04,113.19,,1612.7,2298.75,
2012-01-05,113.81,,1620.1,2276.39,
2012-01-06,111.59,,1616.8,2290.6,
2012-01-09,110.83,,1608.1,2368.57,
2012-01-10,112.65,,1631.5,2447.35,
2012-01-11,112.07,,1639.6,2435.61,
2012-01-12,112.94,,1647.7,2435.22,
2012-01-13,109.89,,1630.8,2394.33,
2012-01-16,110.29,,,2345.65,
2012-01-17,109.97,,1655.6,2460.6,
2012-01-18,109.47,,1659.9,2422.19,
2012-01-19,109.38,,1654.5,2468.35,
2012-01-20,108.31,,1664,2504.09,
2012-01-23,109.34,,1678.3,,
2012-01-24,108.5,,1664.5,,
2012-01-25,108.51,,1703,,
2012-01-26,109.36,,1729.9,,
2012-01-27,110.38,,1735.4,,
2012-01-30,110.14,,1744.6,2460.72,
2012-01-31,110.27,,1740.4,2464.26,
2012-02-01,111.92,,1749.5,2428.99,
2012-02-02,111.52,,1759.3,2486.24,
2012-02-03,112.22,,1740.3,2506.09,
2012-02-06,115.92,,1724.9,2504.32,
2012-02-07,116.68,,1748.4,2457.95,
2012-02-08,116.73,,1731.3,2528.24,
2012-02-09,118.71,,1741.2,2529.23,
2012-02-10,118.11,,1725.3,2533.62,
2012-02-13,119.35,,1724.9,2531.98,
2012-02-14,118.78,,1717.7,2522.11,
2012-02-15,120.94,,1728.1,2549.61,
2012-02-16,121.14,,1728.4,2536.07,
2012-02-17,120.31,,1725.9,2537.09,
2012-02-20,121.55,,,2540.71,
2012-02-21,121.42,,1758.5,2562.45,
2012-02-22,124.01,,1771.3,2597.48,
2012-02-23,124.29,,1786.3,2606.26,
2012-02-24,124.99,,1776.4,2648.02,
2012-02-27,125.12,,1774.9,2656.57,
2012-02-28,124.36,,1788.4,2662.46,
2012-02-29,122.73,,1711.3,2634.14,
2012-03-01,126.39,,1722.2,2633.35,
2012-03-02,126.43,,1709.8,2679.93,
2012-03-05,126.47,,1703.9,2662.7,
2012-03-06,124.65,,1672.1,2621.05,
2012-03-07,124.86,,1683.9,2603.01,
2012-03-08,128.17,,1698.7,2635.79,
2012-03-09,127.54,,1711.5,2664.3,
2012-03-12,126.83,,1699.8,2654.4,
2012-03-13,127.62,,1694.2,2681.07,
2012-03-14,126.62,,1642.9,2605.11,
2012-03-15,123.83,,1659.5,2585.55,
2012-03-16,125.06,,1655.8,2623.52,
2012-03-19,125.69,,1667.3,2630.01,
2012-03-20,123.9,,1647,2584.45,
2012-03-21,123.7,,1650.3,2587.79,
2012-03-22,122.56,,1642.5,2583.75,
2012-03-23,124.99,,1687.5,2552.94,
2012-03-26,125.85,,1688.2,2555.44,
2012-03-27,125.08,,1687.7,2547.14,
2012-03-28,124.46,,1660.5,2474.9,
2012-03-29,123.2,,1654.9,2443.12,
2012-03-30,123.46,,1671.9,2454.9,
2012-04-02,124.64,,1679.7,,
2012-04-03,125.62,,1672,,
2012-04-04,122.94,,1614.1,,
2012-04-05,123.01,,1630.1,2512.83,
2012-04-06,,,,2519.83,
2012-04-09,123.01,,1643.9,2495.15,
2012-04-10,121.27,,1660.7,2519.79,
2012-04-11,120.07,,1660.3,2520.04,
2012-04-12,120.43,,1680.6,2570.44,
2012-04-13,120.43,,1660.2,2580.45,
2012-04-16,117.8,,1649.7,2574.04,
2012-04-17,117.2,,1651.1,2541.88,
2012-04-18,115.16,,1639.6,2599.91,
2012-04-19,115.16,,1641.4,2596.06,
2012-04-20,117.79,,1642.8,2626.84,
2012-04-23,116.28,,1632.6,2606.04,
2012-04-24,117.45,,1643.8,2604.87,
2012-04-25,117.38,,1642.3,2625.99,
2012-04-26,119.27,,1660.5,2631.49,
2012-04-27,118.79,,1664.8,2626.16,
2012-04-30,118.5,,1664.2,,
2012-05-01,119.19,,1662.4,,
2012-05-02,117.53,,1654,2683.49,
2012-05-03,115.93,,1634.8,2691.52,
2012-05-04,111.83,,1645.2,2715.88,
2012-05-07,111.83,,1639.1,2717.78,
2012-05-08,110.84,,1604.5,2709.12,
2012-05-09,112.18,,1594.2,2657.51,
2012-05-10,112.73,,1595.5,2657.21,
2012-05-11,112.63,,1584,2636.92,
2012-05-14,110.76,,1561,2615.53,
2012-05-15,111.2,,1557.1,2617.37,
2012-05-16,111.07,,1536.6,2574.65,
2012-05-17,109.23,,1574.9,2613.94,
2012-05-18,118.21,,1591.9,2573.98,
2012-05-21,108.91,,1588.7,2587.23,
2012-05-22,109.95,,1576.6,2627.53,
2012-05-23,106.85,,1548.4,2616.87,
2012-05-24,107.41,,1559.8,2595.26,
2012-05-25,107.73,,1571.2,2573.1,
2012-05-28,107.68,,,2614.69,
2012-05-29,107.35,,1551,2650.85,
2012-05-30,103.54,,1565.7,2642.26,
2012-05-31,101.66,,1564.2,2632.04,
2012-06-01,98.46,,1622.1,2633,
2012-06-04,,,1613.9,2559.03,
2012-06-05,,,1616.9,2558.84,
2012-06-06,101.21,,1634.2,2557.4,
2012-06-07,99.94,,1588,2542.18,
2012-06-08,97.36,,1591.4,2524.33,
2012-06-11,97.98,,1596.8,2558.27,
2012-06-12,96.29,,1613.8,2540.18,
2012-06-13,97.32,,1619.4,2580.64,
2012-06-14,96.63,,1619.6,2560.42,
2012-06-15,97.01,,1628.1,2568.05,
2012-06-18,95.27,,1627,2581.21,
2012-06-19,95.19,,1623.2,2558.62,
2012-06-20,93.53,,1615.8,2552.61,
2012-06-21,89.17,,1565.5,2512.19,
2012-06-22,89.37,,1566.9,,
2012-06-25,88.62,,1588.4,2456.52,
2012-06-26,90.29,,1574.9,2454.92,
2012-06-27,92.43,,1578.4,2447.2,
2012-06-28,91.46,,1550.4,2425.73,
2012-06-29,94.5,,1604.2,2461.61,
2012-07-02,95.51,,1597.7,2465.24,
2012-07-03,100.42,,1621.8,2468.72,
2012-07-04,99.56,,,2464.92,
2012-07-05,101.81,,1609.4,2430.37,
2012-07-06,98.51,,1578.9,2472.61,
2012-07-09,99.96,,1589.1,2416.04,
2012-07-10,99.13,,1579.8,2406.71,
2012-07-11,99.17,,1575.7,2425.57,
2012-07-12,99.57,,1565.3,2449.18,
2012-07-13,102.4,,1592,2450.63,
2012-07-16,103.51,,1591.6,2399.73,
2012-07-17,104.04,,1589.5,2414.2,
2012-07-18,105.77,,1570.8,2414.34,
2012-07-19,107.81,,1580.4,2424.32,
2012-07-20,106.82,,1582.8,2398.46,
2012-07-23,103.85,,1577.4,2365.43,
2012-07-24,103.51,,1576.2,2375.99,
2012-07-25,102.45,,1612.7,2360.08,
2012-07-26,104.98,,1619.8,2347.49,
2012-07-27,106.11,,1622.7,2349.11,
2012-07-30,106.31,,1624,2335.79,
2012-07-31,105.77,,1614.6,2332.92,
2012-08-01,106.8,,1607.3,2358.65,
2012-08-02,107.65,,1590.7,2334.88,
2012-08-03,109.77,,1609.3,2353.74,
2012-08-06,109.85,,1616.2,2385.61,
2012-08-07,112.58,,1612.8,2388.87,
2012-08-08,113.81,,1616,2389.8,
2012-08-09,113.55,,1620.2,2411.7,
2012-08-10,112.96,,1622.8,2399.75,
2012-08-13,113.89,,1612.6,2351.93,
2012-08-14,113.77,,1602.4,2357.02,
2012-08-15,115.29,,1606.6,2331.62,
2012-08-16,116,,1619.2,2319.67,
2012-08-17,115.23,,1619.4,2313.48,
2012-08-20,115.1,,1623,2301.79,
2012-08-21,116.07,,1642.9,2313.7,
2012-08-22,115.86,,1640.5,2295.59,
2012-08-23,117.53,,1672.8,2302.2,
2012-08-24,115.98,,1672.9,2275.68,
2012-08-27,116.06,,1675.6,2228.2,
2012-08-28,112.6,,1669.7,2238.41,
2012-08-29,112.58,,1663,2214.81,
2012-08-30,112.81,,1657.1,2211.37,
2012-08-31,114.4,,1687.6,2204.87,
2012-09-03,115.34,,,2228.37,
2012-09-04,114.64,,1696,2204.41,
2012-09-05,113.18,,1694,2199.88,
2012-09-06,114.35,,1705.6,2217.82,
2012-09-07,113.73,,1740.5,2317.18,
2012-09-10,114.04,,1731.8,2326.67,
2012-09-11,114.73,,1734.9,2311.89,
2012-09-12,115.43,,1733.7,2320.07,
2012-09-13,115.95,,1772.1,2298.46,
2012-09-14,117.15,,1772.7,2315.54,
2012-09-17,116.49,,1770.6,2258.71,
2012-09-18,113.13,,1771.2,2235.24,
2012-09-19,108.42,,1771.7,2246.24,
2012-09-20,109,,1770.2,2195.95,
2012-09-21,111.19,,1778,2199.06,
2012-09-24,108.88,,1764.6,2215.52,
2012-09-25,110.46,,1766.4,2210.15,
2012-09-26,108.83,,1753.6,2184.89,
2012-09-27,111.3,,1780.5,2251.72,
2012-09-28,111.03,,1773.9,2293.11,
2012-10-01,112.28,,1783.3,,
2012-10-02,112.38,,1775.6,,
2012-10-03,109.33,,1779.8,,
2012-10-04,110.77,,1796.5,,
2012-10-05,112.28,,1780.8,,
2012-10-08,112.49,,1775.7,2270.05,
2012-10-09,114.52,,1765,2320.16,
2012-10-10,115.94,,1765.1,2324.12,
2012-10-11,116.01,,1770.6,2302.53,
2012-10-12,115.07,,1759.7,2304.53,
2012-10-15,114.72,,1737.6,2294.86,
2012-10-16,114.81,,1746.3,2298.16,
2012-10-17,113.61,,1753,2300.8,
2012-10-18,112.23,,1744.7,2336.08,
2012-10-19,111.62,,1724,2332.47,
2012-10-22,109.47,,1726.3,2341.59,
2012-10-23,107.32,,1709.4,2312.08,
2012-10-24,107.49,,1701.6,2307.78,
2012-10-25,107.5,,1713,2291.24,
2012-10-26,108.85,,1711.9,2247.91,
2012-10-29,109.27,,1708.7,2235.85,
2012-10-30,109.26,,1712.1,2239.88,
2012-10-31,109.72,,1719.1,2254.82,
2012-11-01,109.05,,1715.5,2297.88,
2012-11-02,106.8,,1675.2,2306.77,
2012-11-05,106.05,,1683.2,2301.88,
2012-11-06,109.43,,1715,2292.21,
2012-11-07,108.46,,1714,2287.51,
2012-11-08,107.34,,1726,2245.41,
2012-11-09,108.74,,1730.9,2240.92,
2012-11-12,110.27,,1730.9,2251.85,
2012-11-13,107.9,,1724.8,2212.44,
2012-11-14,108.56,,1730.1,2223.11,
2012-11-15,109.11,,1713.8,2193.62,
2012-11-16,108.16,,1714.7,2177.24,
2012-11-19,111.22,,1734.4,2174.99,
2012-11-20,109.94,,1723.6,2164.88,
2012-11-21,110.3,,1728.2,2194.9,
2012-11-22,110.07,,,2177.55,
2012-11-23,110.51,,1751.4,2192.68,
2012-11-26,109.89,,1749.6,2175.6,
2012-11-27,109.35,,1744.8,2150.64,
2012-11-28,108.35,,1718.8,2129.16,
2012-11-29,110.38,,1729.5,2115.68,
2012-11-30,110.5,,1712.7,2139.66,
2012-12-03,111.34,,1721.1,2108.85,
2012-12-04,110.11,,1695.8,2131.47,
2012-12-05,109.36,,1693.8,2207.88,
2012-12-06,107.39,,1701.8,2203.6,
2012-12-07,107.18,,1705.5,2246.76,
2012-12-10,108.21,,1714.4,2271.05,
2012-12-11,107.61,,1709.6,2258.5,
2012-12-12,109.79,,1717.9,2267.77,
2012-12-13,109.53,,1696.8,2242.64,
2012-12-14,109.16,,1697,2355.87,
2012-12-17,109.65,,1698.2,2366.7,
2012-12-18,110.21,,1670.7,2368.12,
2012-12-19,111.1,,1667.7,2371.11,
2012-12-20,110.49,,1645.9,2384.82,
2012-12-21,108.93,,1660.1,2372,
2012-12-24,108.08,,1659.5,2381.22,
2012-12-25,,,,2448.4,
2012-12-26,108.08,,1660.7,2457.62,
2012-12-27,109.92,,1663.7,2444.59,
2012-12-28,109.69,,1655.9,2480.05,
2012-12-31,109.99,,1675.8,2522.95,
2013-01-02,113.42,,1688.8,,
2013-01-03,113.84,,1674.6,,
2013-01-04,112.87,,1648.9,2524.41,
2013-01-07,112.57,,1646.3,2535.99,
2013-01-08,113.01,,1662.2,2525.33,
2013-01-09,112.87,,1655.5,2526.13,
2013-01-10,113.27,,1678,2530.57,
2013-01-11,110.81,,1660.6,2483.23,
2013-01-14,111.24,,1669.4,2577.73,
2013-01-15,111.69,,1683.9,2595.86,
2013-01-16,110.79,,1683.2,2577.09,
2013-01-17,111.15,,1690.8,2552.76,
2013-01-18,111.85,,1687,2595.44,
2013-01-21,112.61,,,2610.9,
2013-01-22,113,,1693.2,2596.9,
2013-01-23,113.74,,1686.7,2607.46,
2013-01-24,114.47,,1669.9,2582.76,
2013-01-25,113.83,,1656.6,2571.67,
2013-01-28,113.67,,1655,2651.86,
2013-01-29,115.08,,1662.7,2675.87,
2013-01-30,115.28,,1681.6,2688.71,
2013-01-31,115.73,,1662,2686.88,
2013-02-01,116.89,,1670.6,2743.32,
2013-02-04,116.45,,1676.4,2748.03,
2013-02-05,117.01,,1673.5,2771.68,
2013-02-06,116.82,,1678.8,2775.84,
2013-02-07,117.3,,1671.3,2759.87,
2013-02-08,119,,1666.9,2771.73,
2013-02-11,118.49,,1649.1,,
2013-02-12,118.01,,1649.6,,
2013-02-13,118.48,,1645.1,,
2013-02-14,118.31,,1635.5,,
2013-02-15,117.47,,1609.5,,
2013-02-18,117.51,,,2737.47,
2013-02-19,117.18,,1604.2,2685.61,
2013-02-20,116.15,,1578,2702.64,
2013-02-21,114.44,,1578.6,2610.55,
2013-02-22,113.74,,1572.8,2596.6,
2013-02-25,114.84,,1586.6,2604.96,
2013-02-26,113.11,,1615.5,2567.6,
2013-02-27,112.41,,1595.7,2594.68,
2013-02-28,112.06,,1578.1,2673.33,
2013-03-01,110.23,,1572.3,2668.84,
2013-03-04,109.76,,1572.4,2545.72,
2013-03-05,110.5,,1574.9,2622.81,
2013-03-06,110.41,,1574.9,2650.2,
2013-03-07,110.55,,1575.1,2619.48,
2013-03-08,108.97,,1576.9,2606.93,
2013-03-11,108.86,,1578,2592.37,
2013-03-12,108.66,,1591.7,2555.62,
2013-03-13,107.43,,1588.4,2527.49,
2013-03-14,107.98,,1590.7,2534.27,
2013-03-15,109.32,,1592.6,2539.87,
2013-03-18,108.49,,1604.6,2502.49,
2013-03-19,107.6,,1611.3,2525.1,
2013-03-20,107.09,,1607.5,2610.17,
2013-03-21,106.73,,1613.8,2614.99,
2013-03-22,106.24,,1606.1,2618.31,
2013-03-25,106.2,,1606.5,2613.1,
2013-03-26,106.91,,1597.3,2575.05,
2013-03-27,108.04,,1607.2,2583.53,
2013-03-28,107.39,,1595.7,2499.3,
2013-03-29,,,,2495.08,
2013-04-01,,,1600.9,2493.19,
2013-04-02,109.51,,1575.9,2486.39,
2013-04-03,107.8,,1553.5,2483.55,
2013-04-04,105.16,,1552.4,,
2013-04-05,103.95,,1575.9,,
2013-04-08,103.13,,1572.5,2472.3,
2013-04-09,103.97,,1586.7,2489.43,
2013-04-10,104.66,,1558.8,2485.31,
2013-04-11,103.42,,1564.9,2477.88,
2013-04-12,100.72,,1501.4,2462.11,
2013-04-15,99.27,,1361.1,2436.82,
2013-04-16,97.88,,1387.4,2459.59,
2013-04-17,96.83,,1382.7,2458.47,
2013-04-18,98.08,,1392.5,2464.85,
2013-04-19,98.74,,1395.6,2533.83,
2013-04-22,99.48,,1421.2,2530.67,
2013-04-23,99.08,,1408.8,2449.47,
2013-04-24,100.54,,1423.7,2495.58,
2013-04-25,102.43,,1462,2467.88,
2013-04-26,102.43,,1453.6,2447.31,
2013-04-29,102.71,,1467.4,,
2013-04-30,101.46,,1472.1,,
2013-05-01,98.41,,1446.2,,
2013-05-02,100.29,,1467.6,2449.64,
2013-05-03,104.72,,1464.2,2492.91,
2013-05-06,105.5,,1468,2525.98,
2013-05-07,105.5,,1448.8,2529.94,
2013-05-08,103.67,,1473.7,2542.8,
2013-05-09,103.47,,1468.6,2527.79,
2013-05-10,101.27,,1436.6,2540.84,
2013-05-13,102.1,,1434.3,2530.77,
2013-05-14,102.64,,1424.5,2493.34,
2013-05-15,101.68,,1396.2,2506.93,
2013-05-16,104.36,,1386.9,2552.71,
2013-05-17,104.1,,1364.7,2592.05,
2013-05-20,104.5,,1384.1,2609.61,
2013-05-21,103.01,,1377.6,2614.85,
2013-05-22,102.25,,1367.4,2618.03,
2013-05-23,100.56,,1391.8,2582.85,
2013-05-24,101.21,,1386.6,2597.23,
2013-05-27,,,,2599.59,
2013-05-28,103.9,,1379.7,2644.36,
2013-05-29,102.38,,1391.8,2642.56,
2013-05-30,101.83,,1412,2634.32,
2013-05-31,101.56,,1393,2606.43,
2013-06-03,101.61,,1411.9,2602.62,
2013-06-04,102.2,,1397.2,2565.67,
2013-06-05,103.66,,1398.5,2560.54,
2013-06-06,103.3,,1415.8,2527.85,
2013-06-07,104.03,,1383,2484.16,
2013-06-10,103.33,,1386,,
2013-06-11,101.52,,1377,,
2013-06-12,103.14,,1392,,
2013-06-13,103.38,,1377.8,2399.94,
2013-06-14,105.58,,1387.6,2416.77,
2013-06-17,105.7,,1383.1,2403.84,
2013-06-18,105.09,,1366.9,2418.75,
2013-06-19,105.52,,1374,2400.77,
2013-06-20,102.72,,1286.2,2321.47,
2013-06-21,100.32,,1292,2317.39,
2013-06-24,99.74,,1277.1,2171.21,
2013-06-25,101.58,,1275.1,2165.42,
2013-06-26,100.49,,1229.8,2168.3,
2013-06-27,102.94,,1211.6,2160.74,
2013-06-28,102.46,,1223.7,2200.64,
2013-07-01,103.29,,1255.7,2213.32,
2013-07-02,104.01,,1243.4,2221.98,
2013-07-03,106.21,,1251.9,2203.83,
2013-07-04,105.65,,,2221.98,
2013-07-05,107.32,,1212.7,2226.85,
2013-07-08,108.02,,1234.9,2163.62,
2013-07-09,107.92,,1245.9,2162.67,
2013-07-10,108.47,,1247.4,2224.07,
2013-07-11,108.27,,1279.9,2326.69,
2013-07-12,109,,1277.6,2275.37,
2013-07-15,109.47,,1283.5,2307.3,
2013-07-16,109.45,,1290.4,2317.85,
2013-07-17,109.78,,1278.8,2282.84,
2013-07-18,109.69,,1285.5,2245.33,
2013-07-19,109.51,,1294,2190.48,
2013-07-22,109.12,,1337.3,2202.19,
2013-07-23,109.4,,1335.2,2265.85,
2013-07-24,108.31,,1320.1,2249.15,
2013-07-25,108.34,,1329.5,2237.68,
2013-07-26,107.88,,1321.9,2224.01,
2013-07-29,108.41,,1329.6,2175.97,
2013-07-30,107.63,,1324.8,2189.39,
2013-07-31,107.83,,1313,2193.02,
2013-08-01,107.83,,1311.2,2245.36,
2013-08-02,109.74,,1310.5,2247.26,
2013-08-05,110.02,,1302.4,2278.33,
2013-08-06,108.89,,1282.5,2293.64,
2013-08-07,108.46,,1285.3,2280.62,
2013-08-08,107.5,,1309.9,2276.78,
2013-08-09,108.55,,1312.2,2286.01,
2013-08-12,109.17,,1334.2,2352.79,
2013-08-13,110.66,,1320.5,2359.07,
2013-08-14,110.7,,1333.4,2349.08,
2013-08-15,111.85,,1360.9,2321.58,
2013-08-16,112.1,,1371,2304.14,
2013-08-19,111.47,,1365.7,2331.43,
2013-08-20,111.07,,1372.6,2312.47,
2013-08-21,110.68,,1370.1,2308.59,
2013-08-22,110.55,,1370.8,2303.93,
2013-08-23,111.49,,1395.8,2286.93,
2013-08-26,,,1393.1,2335.62,
2013-08-27,115.17,,1420.2,2340.88,
2013-08-28,116.07,,1418.8,2328.06,
2013-08-29,116.7,,1412.9,2318.31,
2013-08-30,115.38,,1396.1,2313.91,
2013-09-02,114.61,,,2320.34,
2013-09-03,115.57,,1412,2354.5,
2013-09-04,115.73,,1390,2350.7,
2013-09-05,115.57,,1373,2341.74,
2013-09-06,117.12,,1386.5,2357.78,
2013-09-09,115.43,,1386.7,2440.61,
2013-09-10,112.14,,1364,2474.89,
2013-09-11,112.45,,1363.8,2482.89,
2013-09-12,112.63,,1330.6,2507.46,
2013-09-13,113.04,,1308.6,2488.9,
2013-09-16,111.76,,1317.8,2478.39,
2013-09-17,110.11,,1309.4,2427.32,
2013-09-18,109.98,,1307.6,2432.51,
2013-09-19,110.9,,1369.3,,
2013-09-20,110.11,,1332.5,,
2013-09-23,110.11,,1327,2472.29,
2013-09-24,107.79,,1316.3,2443.89,
2013-09-25,109.62,,1336.2,2429.03,
2013-09-26,108.88,,1324.1,2384.44,
2013-09-27,109.25,,1339.2,2394.97,
2013-09-30,108.08,,1327,2409.04,
2013-10-01,107.4,,1286.1,,
2013-10-02,109.16,,1320.7,,
2013-10-03,109.38,,1317.6,,
2013-10-04,109.5,,1309.9,,
2013-10-07,109.9,,1325.1,,
2013-10-08,110.73,,1324.6,2441.81,
2013-10-09,109.08,,1307.2,2453.58,
2013-10-10,111.52,,1296.9,2429.32,
2013-10-11,110.65,,1268.2,2468.51,
2013-10-14,110.11,,1276.6,2472.54,
2013-10-15,110.17,,1273.2,2467.52,
2013-10-16,110.73,,1282.3,2421.37,
2013-10-17,109.49,,1323,2413.33,
2013-10-18,109.51,,1314.6,2426.05,
2013-10-21,109.49,,1315.8,2471.32,
2013-10-22,109.09,,1342.6,2445.89,
2013-10-23,107.75,,1334,2418.49,
2013-10-24,106.66,,1350.3,2400.51,
2013-10-25,105.83,,1352.5,2368.56,
2013-10-28,107.89,,1352.2,2365.95,
2013-10-29,108.05,,1345.5,2372.05,
2013-10-30,108.41,,1349.3,2407.47,
2013-10-31,107.47,,1323.7,2373.72,
2013-11-01,105.75,,1313.2,2384.96,
2013-11-04,105.02,,1314.7,2380.45,
2013-11-05,106.17,,1308.1,2383.77,
2013-11-06,105.51,,1317.8,2353.57,
2013-11-07,103.19,,1308.5,2340.55,
2013-11-08,104.25,,1284.6,2307.95,
2013-11-11,105.61,,1281.1,2315.89,
2013-11-12,106.21,,1271.2,2340,
2013-11-13,106.9,,1268.4,2288.12,
2013-11-14,108.29,,1286.3,2304.5,
2013-11-15,108.23,,1287.4,2350.73,
2013-11-18,108.64,,1272.3,2428.9,
2013-11-19,108.25,,1273.5,2412.16,
2013-11-20,108.36,,1258,2424.85,
2013-11-21,109.88,,1243.6,2409.99,
2013-11-22,111.44,,1244.1,2397.96,
2013-11-25,111.08,,1241.6,2388.63,
2013-11-26,112.11,,1241.5,2387.42,
2013-11-27,111.31,,1237.9,2414.48,
2013-11-28,111.28,,,2439.53,
2013-11-29,110.87,,1250.4,2438.94,
2013-12-02,110.87,,1221.9,2418.79,
2013-12-03,113.17,,1220.8,2442.78,
2013-12-04,113.37,,1247.2,2475.14,
2013-12-05,112.2,,1231.9,2468.2,
2013-12-06,111.8,,1229,2452.29,
2013-12-09,109.95,,1234.2,2450.87,
2013-12-10,108.96,,1261.1,2453.32,
2013-12-11,109.42,,1257.2,2412.76,
2013-12-12,109,,1224.9,2410.02,
2013-12-13,108.17,,1234.6,2406.64,
2013-12-16,110.3,,1244.4,2367.92,
2013-12-17,108.93,,1230.1,2356.38,
2013-12-18,109.88,,1235,2357.23,
2013-12-19,111.06,,1193.6,2332.41,
2013-12-20,112.24,,1203.7,2278.14,
2013-12-23,111.66,,1197,2284.6,
2013-12-24,111.1,,1203.3,2288.25,
2013-12-25,,,,2305.11,
2013-12-26,,,1212.3,2265.33,
